transcript_hebrew,intent,label
 תתקשרי לאנה לוי,call_contact,1
 תדליקי שעון מעורר לשש ארבעים ושמונה בבוקר מחר,alarm_set,0
 תדליקי שעון מעורר לשש ארבעים ושמונה בבוקר מחר,alarm_set,0
 תדליקי שעון מעורר למחר בשעה שש ארבעים ושמונה דקות בבוקר,alarm_set,1
 תשלחי אס אם אס לישראל זילברמן תכתבי לו תתקשר אליי כשתתפנה בבקשה,send_message,1
 מה העיר בירה של בליז,query,1
 תנווטי לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפעילי ניווט לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי מפות ותנווטי לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 אני צריך להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל תנווטי,transport_query,0
 אני צריך להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 איך להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי אפליקציית ניווט ותנווטי לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תמצאי עבורי מסלול לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,1
 תכניסי ליומן תור לדוקטור רימון בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,1
 תפתחי מצלמה,camera_query,1
 תבדקי אם יירד מחר גשם בתל אביב,weather_query,1
 תפתחי פתק חדש תכתבי רשימת קניות חלב ביצים ודגים,lists_createoradd,1
 תדליקי פנס,iot_wemo_on,1
 תחייגי לאנה לוי בבקשה,call_contact,1
 תכווני שעון מעורר לשעה שש ארבעים ושמונה בבוקר,alarm_set,0
 תכווני שעון מעורר בבקשה לשש ארבעים ושמונה דקות,alarm_set,0
 תכווני שעון מעורר לשעה שש וארבעים ושמונה דקות בבוקר,alarm_set,1
 תשלחי הודעות אס אם אס לישראל זילברמן תתקשר אליי כשתתפנה בבקשה,send_message,1
 מה העיר בירה של בליז,query,1
 תכווני ניווט לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תכווני ניווט לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תנווטי לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפעילי מפות לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפעילי מפות לכתובת שדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 איך מגיעים לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,1
 תקבעי לי פגישה עם דוקטור רימון בשם תור לרופא בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,1
 תפתחי מצלמה,camera_query,1
 יהיה מחר גשם בתל אביב?,weather_query,1
 תוסיפי לי רשימת קניות עם חלב ביצים ודגים,lists_createoradd,0
 תצרי לי פתק חדש של רשימת קניות עם חלב ביצים ודגים,lists_createoradd,1
 פנס,iot_wemo_on,1
 את יכולה בבקשה לחייג לאנה לוי?,call_contact,1
 את יכולה בבקשה לקבוע שעון מעורר למחר בשעה שש ארבעים ושמונה בבוקר,alarm_set,0
 בבקשה תקבעי שעון מעורר למחר בשעה שש ארבעים ושמונה,calendar_set,1
 את יכולה בבקשה לשלוח לישראל זילברמן את ההודעה הבאה באס אם אס תתקשר אליי כשתתפנה בבקשה,send_message,1
 מה עיר הבירה של בליז,query,0
 מה עיר הבירה של בליז,query,1
 את יכולה בבקשה לחשב לי מסלול לשדרות רוטשילד שלושים בבאר שבע?,transport_query,0
 כמה זמן ברגל ייקח לי להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל?,transport_query,0
 תראי לי בבקשה את המסלול ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 בבקשה תפתחי את גוגל מפות ותראי לי את המסלול ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 בבקשה תראי לי במפות את המסלול ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 איך מגיעים ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 מה המסלול ברגל לשדרות רוטשילד שלושים בבאר שבע?,transport_query,0
 בבקשה תקבעי לי ביומן פגישה עם דוקטור רימון בתאריך הרביעי ליוני בשעה שתיים וחצי עם השם תור לרופא,calendar_set,1
 בבקשה תוסיפי לי ליומן פגישה עם דוקטור רימון בתאריך הרביעי ליוני בשעה שתיים וחצי עם שם האירוע של תור לרופא,calendar_set,1
 תוסיפי לי בבקשה ליומן אירוע בשם תור לרופא שהוא פגישה עם דוקטור רימון בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,0
 בבקשה תפתחי את המצלמה,camera_query,1
 האם יהיה גשם מחר בתל אביב?,weather_query,1
 את יכולה בבקשה ליצור פתק עם רשימת קניות של חלב ביצים ודגים,lists_createoradd,1
 בבקשה תדליקי את הפנס,iot_wemo_on,1
 תתקשרי לאנה לוי,call_contact,1
 תכווני שעון מעורר למחר בשש ארבעים ושמונה בבוקר,alarm_set,0
 תכווני שעון מעורר למחר בשש ארבעים ושמונה בבוקר,alarm_set,0
 תכווני שעון מעורר למחר בשעה שש ארבעים ושמונה בבוקר,alarm_set,0
 תכווני שעון מעורר למחר בשש ארבעים ושמונה בבוקר,alarm_set,1
 תשלחי הודעה לישראל זילברמן ותגידי לו שיתקשר אליי כשיתפנה בבקשה,send_message,1
 מה העיר בירה של בליז,query,1
 תנווטי אותי לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי מפות ותקלידי שדרות רוטשילד שלושים,transport_query,0
 תבני לי מסלול הליכה ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 איך אני מגיע מכאן לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תבני לי מסלול באפליקציה מפות לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תדריכי אותי איך להגיע בהליכה לשדרות רוטשילד שלושים בבאר שבע,transport_query,1
 תקבעי לי פגישה ביומן עם דוקטור רימון תני שם לפגישה תור לרופא בתאריך הרביעי ביוני בשעה שתיים וחצי,calendar_set,0
 תקבעי לי פגישה ביומן עם דוקטור רימון בשעה שתיים וחצי ברביעי ביוני,calendar_set,1
 תפתחי מצלמה,camera_query,1
 האם יירד גשם מחר בתל אביב?,weather_query,1
 תפתחי פתק עם רשימת קניות ותשימי בו חלב ביצים ודגים,lists_createoradd,1
 תדליקי את הפנס,iot_wemo_on,1
 תתקשרי לאנה לוי,call_contact,1
 תשימי שעון מעורר בשש ארבעים ושמונה בבוקר למחר,alarm_set,0
 תשימי שעון מעורר למחר בשעה שש ארבעים ושמונה בבוקר,alarm_set,1
 תשלחי הודעה לישראל זילברמן הודעת טקסט תתקשר אליי כשתתפנה בבקשה,send_message,1
 מה עיר הבירה של בליז?,query,1
 אני רוצה להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תראי ל מסלול לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 אני רוצה להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל תראי לי מסלול,transport_query,0
 תכווני אותי לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תפתחי מפות ותראי לי דרך לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תפתחי מפות ולהגיע ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תפתחי מפות להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תכניסי ליומן תור לרופא עם דוקטור רימון בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,1
 תפתחי מצלמה,camera_query,1
 האם מחר יירד גשם בתל אביב?,weather_query,1
 תפתחי פתק חדש שקוראים לו רשימת קניות שיהיה כתוב בה חלק ביצים ודגים,lists_createoradd,1
 תפתחי את הפנס,iot_wemo_on,1
 את פה? תתקשרי לאנה לוי,call_contact,0
 תתקשרי לאנה לוי,call_contact,1
 תכווני שעון מעורר למחר בשש ארבעים ושמונה בבוקר,alarm_set,0
 תכווני שעון מעורר למחר בשש וארבעים ושמונה דקות בבוקר,alarm_set,1
 תשלחי לישראל זילברמן את ההודית טקסט הבאה: תכתבי לו שיתקשר אלי כשהוא מתפנה בבקשה,send_message,1
 מה העיר בירה של בליס,query,0
 תגידי לי מה העיר בירה של בליז,query,0
", מה עיר הבירה של ב ל י ז",query,0
", אניי מאיית לך מדינה אני רוצה שתגידי מה עיר הבירה שלה. האותיות זה ב ל י ז",query,0
 מה היא עיר הבירה של בליז,query,1
", תסבירי לי איך להגיע לשדרות רוטשילד שלושים בבאר שבע בהליכה",transport_query,0
", תדריכי אותי איך להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל",transport_query,0
 איך מגיעים לשדרות רוטשילד שלושים בבאר שבע מאיפה שאני נמצא עכשיו,transport_query,0
 תבני לי מסלול איך להגיע לשדרות רוטשילד שלושים בבאר שבע בהליכה,transport_query,1
 תקבעי לי פגישה ביומן בשם תור לרופא בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,1
 תפתחי את המצלמה,camera_query,1
 אמור לרדת גשם מחר בתל אביב,weather_query,1
 תרשמי פתק בפתקים רשימת קניות בשביל להכניס לבפנים חלב ביצים ודגים,lists_createoradd,0
 תצרי לי פתק שרשום בו חלב ביצים ודגים,lists_createoradd,1
 תדליקי את הפנס,iot_wemo_on,1
 תתקשרי לאנה לוי,call_contact,1
 תכווני שעון מעורר לשעה שש ארבעים ושמונה בבוקר למחר,alarm_set,0
 תכווני שעון מעורר לשעה שש ארבעים ושמונה דקות למחר,alarm_set,1
 תשלחי לישראל זילברמן את ההודעה באס אמ אס תתקשר אלי כשתתפנה בבקשה,send_message,1
 מה היא עיר הבירה של בליז,query,1
 תפתחי לי מסלול לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי לי ב maps שדרות רוטשילד ארבעים,transport_query,0
 תפתחי לי ב maps שדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי לי במפות שדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 איך אני מגיע לשדרות רוטשילד שלושים ברגל בבאר שבע,transport_query,0
 אני צריך להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפתחי לי מסלול לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
היי סרי תקבעי לי פגישה ביומן ביום הרביעי ליוני בשעה שתיים ושלושים פגישה עם דוקטור רימון בשם תור לרופא,calendar_set,1
 תפתחי את המצלמה,camera_query,0
 תפתחי מצלמה,camera_query,0
 תפתחי מצלמה,camera_query,1
 מה מזג האוויר מחר בתל אביב,weather_query,1
 תכתבי פתק חדש רשימת קניות בפנים תכתבי,lists_createoradd,0
 תפתחי פתק חדש רשימת קניות חלב ביצים ודגים,lists_createoradd,1
 תפתחי את הפנס,iot_wemo_on,1
 את יכולה להתקשר לאנה לוי,call_contact,1
 את יכולה לשים שעון מעורר למחר בשש ארבעים ושמונה,alarm_set,1
 תשלחי לישראל זילברמן אס אמ אס תתקשר אלי כשתתפנה בבקשה,send_message,1
 מה היא העיר בירה של בליז,query,0
 מה היא העיר בירה של בליז,query,0
 מה היא העיר בירה של בליז,query,1
 איך אני מגיעה לשדרות רוטשילד שלושים בבאר שבע אני הולכת ברגל,transport_query,0
 איך אני מגיעה ברגל לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 אני צריכה להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 אני צריכה להגיע להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 אני רוצה להגיע לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 איך אני מנווטת לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 איך אני מנווטת לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 איך אני מנווטת לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,1
 תכניסי לי בבקשה ליומן פגישה עם דוקטור רימון בשם תור לרופא בתאריך הרביעי ליוני בשתיים וחצי בצהריים,calendar_set,0
 תכניסי לי בבקשה ליומן פגישה עם דוקטור רימון בשם תור לרופא בתאריך הרביעי ליוני בשתיים וחצי,calendar_set,0
 תכניסי לי בבקשה ליומן בשעה שתיים וחצי ברביעי ליוני פגישה עם דוקטור רימון בשם תור לרופא,calendar_set,1
 תפתחי לי את המצלמה,camera_query,1
 ירד מחר גשם בתל אביב,weather_query,1
 תפתחי פתק חדש רשימת קניות ותרשמי בו חלב ביצים ודגים,lists_createoradd,1
 תדליקי את הפנס,iot_wemo_on,1
 תתקשרי לאנה לוי,call_contact,1
 שמי שעון לשש ארבעים ושמונה בבוקר,alarm_set,0
 שימי שעון לשתיים עשרה דקות לשבע בבוקר בבקשה,alarm_set,1
 שלחי הודעת אס אמ אס לישראל זילברמן תתקשר אלי כשתתפנה בבקשה,send_message,1
 מה היא עיר הבירה של בליז,query,1
 איך אני מגיעה לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפעילי ניווט לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תפעילי גוגל מפות לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תפתחי את אפליקציית מפות ותנווטי לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 אני נמצאת בבאר שבע ואני רוצה להגיע לשדרות רוטשילד שלושים איך להגיע,transport_query,0
 תפעילי וויז לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תני לי דרכי הגעה לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תכווני אותי לשדרות רוטשילד שלושים בבאר שבע,transport_query,0
 תכניסי ליומן פגישה תור לרופא ברביעי ליוני בשעה שתיים וחצי בצהריים,calendar_set,1
 תפתחי את המצלמה,camera_query,1
 האם ירד מחר גשם בתל אביב,weather_query,1
 צרי פתק חדש עם השם רשימת קניות ותכתבי חלב ביצים ודגים,lists_createoradd,1
 תדליקי את הפנס,iot_wemo_on,1
 תתקשרי לאנה לוי,call_contact,1
 תכווני שעון מעורר למחר בשש ארבעים ושמונה,alarm_set,1
 תשלחי לישראל זילברמן את ההודעת טקסט הבאה באס אמ אס תשלח אלי כשתתפנה בבקשה,send_message,1
הי  מה העיר בירה של בליז,query,1
 תכווני אותי בוויז לשדרות רוטשילד ארבעים שלושים בבאר שבע ברגל,transport_query,0
 איך אני מגיע לשדרות רוטשילד שלושים ברגל באר שבע ברגל,transport_query,0
 תכווני אותי במפות לשדרות רוטשילד שלושים באר שבע ברגל,transport_query,0
 אני צריך להגיע לשדרות רוטשילד שלושים באר שבע ברגל,transport_query,0
 אני רוצה ללכת לשדרות רוטשילד שלושים ברגל,transport_query,0
 אני צריך לנווט מסלול לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תכווני אותי במפות להגיע לשדרות רוטשילד שלושים באר שבע ברגל,transport_query,0
 מסלול לשדרות רוטשילד שלושים באר שבע ברגל,transport_query,0
 לנווט לשדרות רוטשילד שלושים בבאר שבע ברגל,transport_query,0
 תקבעי לי פגישה ביומן עם דוקטור רימון בשם תור לרופא בתאריך הרביעי ליוני בשעה שתיים וחצי,calendar_set,1
 תפתחי מצלמה,camera_query,1
 תבדקי במזג האוויר האם ירד מחר גשם בתל אביב,weather_query,1
 תעשי פתק חדש עם רשימת קניות עם חלב ביצים ודגים,lists_createoradd,1
 תדליקי פנס,iot_wemo_on,1
